# BEGIN PLOT
LegendOnly=/CMS_2021_I1972986/d04-x01-y01 /suppr250_bornktmin10_100M_ParsiParams_posthadron_MSTP_merged.yoda/CMS_2021_I1972986/d04-x01-y01 /suppr800_bornktmin300_100M_ParisParams_posthadron_merged.yoda/CMS_2021_I1972986/d04-x01-y01 /suppr800_bornktmin600_100M_ParisParams_posthadron_merged.yoda/CMS_2021_I1972986/d04-x01-y01
DrawOnly=/CMS_2021_I1972986/d04-x01-y01 /suppr250_bornktmin10_100M_ParsiParams_posthadron_MSTP_merged.yoda/CMS_2021_I1972986/d04-x01-y01 /suppr800_bornktmin300_100M_ParisParams_posthadron_merged.yoda/CMS_2021_I1972986/d04-x01-y01 /suppr800_bornktmin600_100M_ParisParams_posthadron_merged.yoda/CMS_2021_I1972986/d04-x01-y01
Title=CMS, $\sqrt(s)$ = 13 TeV, Inclusive AK4 jets, $1.5 < |y| < 2.0$
RatioPlotReference=/CMS_2021_I1972986/d04-x01-y01
RatioPlot=1
LogX=1
LogY=1
RatioPlotYMax=1.4
LegendXPos=0.65
XLabel=$p_{T}$ [GeV]
YLabel=d$^2\sigma$/d$p_{T}$d$y$ [pb/GeV]
LegendYPos=0.96
Legend=1
RatioPlotYMin=0.6
FullRange=1
# END PLOT

# BEGIN HISTO1D /CMS_2021_I1972986/d04-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/CMS_2021_I1972986/d04-x01-y01
PolyMarker=*
Title=Data
# xlow	 xhigh	 val	 errminus	 errplus
9.700000e+01	1.330000e+02	6.398100e+03	3.942272e+02	3.942272e+02
1.330000e+02	1.740000e+02	1.433800e+03	7.805702e+01	7.805702e+01
1.740000e+02	2.200000e+02	3.841500e+02	2.010232e+01	2.010232e+01
2.200000e+02	2.720000e+02	1.126000e+02	5.771391e+00	5.771391e+00
2.720000e+02	3.300000e+02	3.567500e+01	1.820850e+00	1.820850e+00
3.300000e+02	3.950000e+02	1.185000e+01	6.111903e-01	6.111903e-01
3.950000e+02	4.680000e+02	4.059300e+00	2.148317e-01	2.148317e-01
4.680000e+02	5.480000e+02	1.391600e+00	7.705394e-02	7.705394e-02
5.480000e+02	6.380000e+02	4.812600e-01	2.826861e-02	2.826861e-02
6.380000e+02	7.370000e+02	1.591400e-01	1.013618e-02	1.013618e-02
7.370000e+02	8.460000e+02	5.135000e-02	3.641620e-03	3.641620e-03
8.460000e+02	9.670000e+02	1.568000e-02	1.277638e-03	1.277638e-03
9.670000e+02	1.101000e+03	4.298700e-03	4.116181e-04	4.116181e-04
1.101000e+03	1.248000e+03	1.083700e-03	1.278146e-04	1.278146e-04
1.248000e+03	1.410000e+03	1.935200e-04	3.001272e-05	3.001272e-05
1.410000e+03	1.588000e+03	4.504500e-05	9.848151e-06	9.848151e-06
# END HISTO1D


# BEGIN HISTO1D /suppr250_bornktmin10_100M_ParsiParams_posthadron_MSTP_merged.yoda/CMS_2021_I1972986/d04-x01-y01
ErrorBars=1
LineColor=red
LineStyle=solid
Path=/suppr250_bornktmin10_100M_ParsiParams_posthadron_MSTP_merged.yoda/CMS_2021_I1972986/d04-x01-y01
ScaledBy=7.36876234267692380e-06
Title=suppr250,btmin10
# xlow	 xhigh	 val	 errminus	 errplus
9.700000e+01	1.330000e+02	7.089844e+03	2.563755e+02	2.563755e+02
1.330000e+02	1.740000e+02	1.521268e+03	3.748770e+01	3.748770e+01
1.740000e+02	2.200000e+02	3.845989e+02	1.059837e+01	1.059837e+01
2.200000e+02	2.720000e+02	1.166536e+02	7.033636e+00	7.033636e+00
2.720000e+02	3.300000e+02	3.410693e+01	9.889321e-01	9.889321e-01
3.300000e+02	3.950000e+02	1.209842e+01	4.723876e-01	4.723876e-01
3.950000e+02	4.680000e+02	3.946825e+00	1.898500e-01	1.898500e-01
4.680000e+02	5.480000e+02	1.275883e+00	9.004053e-02	9.004053e-02
5.480000e+02	6.380000e+02	4.224524e-01	5.731954e-02	5.731954e-02
6.380000e+02	7.370000e+02	1.496276e-01	2.461568e-02	2.461568e-02
7.370000e+02	8.460000e+02	5.145565e-02	1.291173e-02	1.291173e-02
8.460000e+02	9.670000e+02	1.589844e-02	6.491147e-03	6.491147e-03
9.670000e+02	1.101000e+03	2.317849e-03	2.317850e-03	2.317850e-03
1.101000e+03	1.248000e+03	1.978848e-03	1.978848e-03	1.978848e-03
1.248000e+03	1.410000e+03	1.770650e-03	1.770650e-03	1.770650e-03
1.410000e+03	1.588000e+03	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D


# BEGIN HISTO1D /suppr800_bornktmin300_100M_ParisParams_posthadron_merged.yoda/CMS_2021_I1972986/d04-x01-y01
ErrorBars=1
LineColor=blue
LineStyle=solid
Path=/suppr800_bornktmin300_100M_ParisParams_posthadron_merged.yoda/CMS_2021_I1972986/d04-x01-y01
ScaledBy=1.45859770416721366e-05
Title=suppr800,btmin300
# xlow	 xhigh	 val	 errminus	 errplus
9.700000e+01	1.330000e+02	1.370669e+01	3.779413e-01	3.779413e-01
1.330000e+02	1.740000e+02	1.014137e+01	3.060809e-01	3.060809e-01
1.740000e+02	2.200000e+02	8.884280e+00	2.725788e-01	2.725788e-01
2.200000e+02	2.720000e+02	1.007638e+01	2.845799e-01	2.845799e-01
2.720000e+02	3.300000e+02	1.583483e+01	3.463900e-01	3.463900e-01
3.300000e+02	3.950000e+02	1.012031e+01	2.104437e-01	2.104437e-01
3.950000e+02	4.680000e+02	3.758375e+00	8.857573e-02	8.857573e-02
4.680000e+02	5.480000e+02	1.285895e+00	3.444945e-02	3.444945e-02
5.480000e+02	6.380000e+02	4.634398e-01	1.657956e-02	1.657956e-02
6.380000e+02	7.370000e+02	1.622267e-01	7.051811e-03	7.051811e-03
7.370000e+02	8.460000e+02	4.908581e-02	2.401210e-03	2.401210e-03
8.460000e+02	9.670000e+02	1.455501e-02	1.013449e-03	1.013449e-03
9.670000e+02	1.101000e+03	4.916593e-03	5.195551e-04	5.195551e-04
1.101000e+03	1.248000e+03	1.180602e-03	1.913529e-04	1.913529e-04
1.248000e+03	1.410000e+03	3.583673e-04	9.239023e-05	9.239023e-05
1.410000e+03	1.588000e+03	6.651904e-05	3.327118e-05	3.327118e-05
# END HISTO1D


# BEGIN HISTO1D /suppr800_bornktmin600_100M_ParisParams_posthadron_merged.yoda/CMS_2021_I1972986/d04-x01-y01
ErrorBars=1
LineColor=green
LineStyle=solid
